Version=0.9
1,15,2,13,52=921342
1,15,2,13,12=1693919
1,15,2,13,13=627562
1,15,2,13,6=115636
1,15,2,13,84=425000
1,15,2,0,24=5575625
1,15,2,13,81=1683125
1,15,2,13,85=866250
1,15,2,13,41=218081
1,15,2,0,22=1031668
1,15,2,13,40=221205
1,15,2,0,21=1135397
1,15,2,13,36=526144
1,15,2,13,37=275569
1,15,2,13,34=378674
1,15,2,13,33=396795
1,15,2,13,30=552555
1,15,2,13,35=253074
1,15,2,0,17=931063
1,15,2,13,31=496150
1,15,2,13,32=233078
1,15,2,0,20=1138863
1,15,2,13,28=473797
1,15,2,13,25=316250
1,15,2,13,14=38128
1,15,2,0,15=496924
1,15,2,13,15=923125
1,15,2,13,16=628125
1,15,2,13,18=450534
1,15,2,0,18=833125
1,15,2,13,19=375037
1,15,2,0,6=1276377
1,15,2,13,20=1875
1,15,2,13,21=225000
1,15,2,0,7=845709
1,15,2,13,22=517551
1,15,2,13,23=345034
1,15,2,13,24=245649
1,15,2,0,16=497500
1,15,2,13,26=674375
1,15,2,13,17=2020000
1,15,2,13,27=317531
1,15,2,1,1=15001
1,15,2,1,3=40004
1,15,2,1,70=48129
1,15,2,1,58=63131
1,15,2,1,55=340625
1,15,2,1,59=465000
1,15,2,1,60=309375
1,15,2,1,62=127512
1,15,2,1,61=254375
1,15,2,1,64=249399
1,15,2,1,65=88133
1,15,2,1,68=98125
1,15,2,1,69=310625
1,15,2,1,72=44379
1,15,2,1,73=156265
1,15,2,1,71=427500
1,15,2,13,5=160016
1,15,2,13,7=78750
1,15,2,13,29=206270
1,15,2,13,38=279319
1,15,2,0,8=506300
1,15,2,13,55=310656
1,15,2,13,56=387538
1,15,2,13,57=438793
1,15,2,13,54=180643
1,15,2,13,64=3470347
1,15,2,13,89=1139488
1,15,2,13,90=1875
1,15,2,13,91=1875
1,15,2,13,102=392539
1,15,2,13,88=371912
1,15,2,13,98=350660
1,15,2,13,99=343159
1,15,2,13,97=280028
1,15,2,13,101=1875
1,15,2,13,103=278152
1,15,2,13,104=685625
1,15,2,13,105=435043
1,15,2,13,106=380663
1,15,2,13,107=402500
1,15,2,13,100=1875
1,15,2,13,93=533018
1,15,2,13,94=520520
1,15,2,13,96=391875
1,15,2,13,95=293125
1,15,2,13,92=718125
1,15,2,13,108=611250
1,15,2,11,6=4375
1,15,2,11,1=5625
1,15,2,11,2=4375
1,15,2,11,7=5000
1,15,2,11,3=4375
1,15,2,11,9=4375
1,15,2,26,3=33128
1,15,2,26,4=20627
1,15,2,26,2=10626
1,15,2,26,5=11876
1,15,2,26,11=11251
1,15,2,26,6=15001
1,15,2,26,7=24377
1,15,2,13,70=1473897
1,15,2,0,25=979375
1,15,2,0,9=1100110
1,15,2,0,10=655065
1,15,2,0,11=1301380
1,15,2,0,12=1318881
1,15,2,0,13=755075
1,15,2,0,14=739375
0,15,2,1,2=39378
0,15,2,1,4=8125
0,15,2,1,54=41254
0,15,2,1,24=46884
0,15,2,1,63=100010
0,15,2,1,66=70007
0,15,2,1,67=87508
0,15,2,1,76=87517
0,15,2,1,77=46884
0,15,2,33,1=614436
0,15,2,33,2=77507
0,15,2,1,5=8125
0,15,2,1,25=127500
0,15,2,1,26=56255
0,15,2,13,2=113761
0,15,2,1,28=36253
0,15,2,1,29=61256
0,15,2,1,30=48754
0,15,2,1,33=83125
0,15,2,1,34=38128
0,15,2,1,32=73132
0,15,2,1,31=74382
0,15,2,0,2=254375
0,15,2,13,72=605625
0,15,2,13,73=25002
0,15,2,1,27=72507
0,15,2,13,76=141264
0,15,2,1,35=48754
0,15,2,13,78=5000
0,15,2,13,79=4375
0,15,2,13,77=186268
0,15,2,13,1=240649
0,15,2,13,4=91884
0,15,2,1,17=102510
0,15,2,1,19=354410
0,15,2,1,18=354410
0,15,2,1,6=180018
0,15,2,1,7=115636
0,15,2,1,8=78757
0,15,2,1,9=148764
0,15,2,1,10=103135
0,15,2,1,11=120012
0,15,2,1,14=57511
0,15,2,1,15=65631
0,15,2,1,23=130013
0,15,2,1,12=243774
0,15,2,13,3=50005
0,15,2,13,8=299404
0,15,2,13,9=349409
0,15,2,13,10=244399
0,15,2,1,20=93759
0,15,2,1,21=131888
0,15,2,1,22=104385
0,15,2,1,13=92509
0,15,2,0,3=239398
0,15,2,0,5=140639
0,15,2,13,43=180018
0,15,2,1,40=125012
0,15,2,13,44=75007
0,15,2,1,41=86883
0,15,2,13,45=89383
0,15,2,1,36=74382
0,15,2,1,42=346284
0,15,2,13,46=98134
0,15,2,1,43=426292
0,15,2,13,67=236898
0,15,2,13,68=140639
0,15,2,13,47=166266
0,15,2,1,44=460046
0,15,2,1,45=543804
0,15,2,1,47=816331
0,15,2,1,46=227522
0,15,2,1,48=305655
0,15,2,13,48=221272
0,15,2,1,49=340659
0,15,2,1,50=403790
0,15,2,13,49=183143
0,15,2,1,51=184393
0,15,2,1,52=81258
0,15,2,13,65=128762
0,15,2,13,50=523802
0,15,2,1,37=83133
0,15,2,1,38=91884
0,15,2,13,63=281903
0,15,2,13,66=43754
0,15,2,1,53=215043
0,15,2,13,53=300060
0,15,2,13,42=176267
0,15,2,1,39=123137
0,15,2,13,59=350035
0,15,2,1,16=151265
0,15,2,0,4=143764
0,15,2,13,60=421292
0,15,2,13,61=461921
0,15,2,13,62=449419
0,15,2,13,11=58755
0,15,2,0,1=845084
0,15,2,13,58=1025727
0,15,2,13,51=2978422
0,15,2,13,52=291904
0,15,2,13,12=300030
0,15,2,13,13=365036
0,15,2,13,69=385663
0,15,2,13,6=132513
0,15,2,13,84=235000
0,15,2,0,24=1028125
0,15,2,13,81=568750
0,15,2,13,85=459375
0,15,2,13,41=191836
0,15,2,0,22=381798
0,15,2,13,39=266821
0,15,2,13,40=180588
0,15,2,0,21=382423
0,15,2,13,36=287442
0,15,2,13,37=192461
0,15,2,13,34=208083
0,15,2,13,33=184338
0,15,2,13,30=92509
0,15,2,13,35=257448
0,15,2,0,17=349930
0,15,2,13,31=281193
0,15,2,13,32=167466
0,15,2,0,20=301875
0,15,2,13,28=264375
0,15,2,13,25=144375
0,15,2,13,14=35628
0,15,2,0,15=276277
0,15,2,13,15=310000
0,15,2,13,16=199375
0,15,2,13,18=221205
0,15,2,0,18=479375
0,15,2,13,19=188750
0,15,2,0,6=296279
0,15,2,13,20=220000
0,15,2,13,21=254375
0,15,2,0,7=263776
0,15,2,13,22=254375
0,15,2,0,19=162500
0,15,2,13,23=181875
0,15,2,13,24=290000
0,15,2,0,16=272500
0,15,2,13,26=303750
0,15,2,13,17=183750
0,15,2,13,27=225000
0,15,2,1,1=63756
0,15,2,1,3=141250
0,15,2,1,70=93134
0,15,2,1,56=93759
0,15,2,1,57=38753
0,15,2,1,58=232523
0,15,2,1,55=171892
0,15,2,1,59=183768
0,15,2,1,60=127512
0,15,2,1,62=254400
0,15,2,1,61=119386
0,15,2,1,64=87508
0,15,2,1,65=176267
0,15,2,1,68=211875
0,15,2,1,69=161266
0,15,2,1,72=143139
0,15,2,1,73=228147
0,15,2,1,71=167516
0,15,2,1,74=176267
0,15,2,1,75=88133
0,15,2,13,5=65000
0,15,2,13,7=96875
0,15,2,13,29=194375
0,15,2,13,38=240576
0,15,2,0,8=126262
0,15,2,13,55=188768
0,15,2,13,56=206895
0,15,2,13,57=267526
0,15,2,13,54=126262
0,15,2,13,64=510051
0,15,2,13,70=275652
0,15,2,13,71=358785
0,15,2,13,80=119386
0,15,2,0,9=249399
0,15,2,0,10=164391
0,15,2,0,11=265000
0,15,2,0,12=336283
0,15,2,0,13=191894
0,15,2,0,14=144375
0,15,2,0,23=925625
0,15,2,0,25=238750
0,15,2,13,108=195625
0,15,2,13,107=122500
0,15,2,13,106=158765
0,15,2,13,105=188768
0,15,2,13,104=266250
0,15,2,13,103=128762
0,15,2,13,102=155640
0,15,2,13,101=78132
0,15,2,13,100=173750
0,15,2,13,99=167516
0,15,2,13,98=82508
0,15,2,13,97=100010
0,15,2,13,96=141250
0,15,2,13,95=91875
0,15,2,13,94=171215
0,15,2,13,93=172465
0,15,2,13,92=370625
0,15,2,13,91=138763
0,15,2,13,90=113136
0,15,2,13,89=196894
0,15,2,13,88=98759
1,15,2,1,15=113761
1,15,2,33,1=495674
1,15,2,33,2=1875
1,15,2,1,26=165641
1,15,2,1,35=3750
1,15,2,13,77=205645
1,15,2,13,1=368786
1,15,2,13,154=485000
1,15,2,1,44=568806
1,15,2,1,45=360036
1,15,2,1,47=1200745
1,15,2,13,48=2500
1,15,2,13,50=633188
1,15,2,13,58=2568381
1,15,2,13,51=1016250
1,15,2,13,69=2489623
1,15,2,13,153=1548125
1,15,2,13,152=1476875
1,15,2,13,150=7500
1,15,2,0,39=379412
1,15,2,13,118=576875
1,15,2,13,151=305000
1,15,2,0,37=2248750
1,15,2,13,149=490000
1,15,2,13,159=268125
1,15,2,13,156=261250
1,15,2,13,165=775702
1,15,2,13,166=346284
1,15,2,13,160=648814
1,15,2,13,162=412541
1,15,2,13,163=401290
1,15,2,13,164=486298
1,15,2,13,167=523177
1,15,2,13,168=240024
1,15,2,13,135=353125
1,15,2,13,161=706320
1,15,2,13,157=633125
1,15,2,13,158=668125
1,15,2,13,169=442544
1,15,2,13,155=81258
1,15,2,13,170=635063
1,15,2,26,8=15001
1,15,2,26,10=17501
1,15,2,26,12=35628
1,15,2,26,9=20627
1,15,2,13,116=62506
1,15,2,13,111=114386
1,15,2,13,115=275027
1,15,2,13,110=205020
1,15,2,13,71=2453370
1,15,2,1,74=164391
1,15,2,1,81=52505
1,15,2,0,38=779452
0,15,2,13,154=431875
0,15,2,13,153=547500
0,15,2,13,152=408750
0,15,2,13,150=243750
0,15,2,0,39=168141
0,15,2,13,118=225000
0,15,2,13,151=190000
0,15,2,0,37=393125
0,15,2,13,149=254375
0,15,2,13,147=303125
0,15,2,0,36=506875
0,15,2,13,117=425000
0,15,2,13,148=400000
0,15,2,0,29=351250
0,15,2,13,112=343750
0,15,2,13,143=170000
0,15,2,13,145=200000
0,15,2,13,142=204375
0,15,2,0,30=381250
0,15,2,13,113=332500
0,15,2,13,144=201250
0,15,2,13,146=226875
0,15,2,1,78=33131
0,15,2,1,79=41879
0,15,2,1,80=59380
0,15,2,1,81=35003
0,15,2,1,82=41254
0,15,2,13,109=28127
0,15,2,0,27=314406
0,15,2,13,110=115636
0,15,2,13,111=168125
0,15,2,13,114=26877
0,15,2,0,33=316875
0,15,2,13,115=156875
0,15,2,13,116=70625
0,15,2,13,135=137500
0,15,2,0,26=236875
0,15,2,0,28=396875
0,15,2,0,31=270000
0,15,2,0,32=113761
0,15,2,0,34=1096250
0,15,2,0,35=553125
0,15,2,0,38=193125
0,15,2,0,40=735073
0,15,2,0,41=630000
0,15,2,13,170=297500
0,15,2,13,169=143750
0,15,2,13,168=126887
0,15,2,13,167=163750
0,15,2,13,166=125000
0,15,2,13,165=281875
0,15,2,13,164=148125
0,15,2,13,163=135625
0,15,2,13,162=121250
0,15,2,13,161=280625
0,15,2,13,160=128137
0,15,2,13,159=78125
0,15,2,13,158=181875
0,15,2,13,157=209375
0,15,2,13,156=101875
0,15,2,13,155=110011
0,15,2,13,74=37503
1,15,2,13,74=1875
1,15,2,1,14=77500
1,15,2,1,25=1874
1,15,2,0,29=1024477
1,15,2,13,143=263776
1,15,2,0,30=1439518
1,15,2,13,146=408790
1,15,2,13,144=476297
1,15,2,0,31=1347009
1,15,2,0,23=3409090
1,15,2,0,41=1563906
0,15,2,13,171=93134
1,15,2,13,171=241899
1,15,2,0,26=523177
1,15,2,0,33=835708
1,15,2,0,27=696319
1,15,2,0,28=960096
1,15,2,0,36=2124587
1,15,2,13,148=678817
1,15,2,0,32=361911
1,15,2,13,142=263151
1,15,2,13,145=277527
1,15,2,13,147=332533
1,15,2,13,112=543179
1,15,2,13,113=685693
1,15,2,13,114=40629
1,15,2,13,109=37503
1,15,2,13,117=1004475
1,15,2,1,78=88125
0,15,2,0,42=176250
0,15,2,13,172=128137
0,15,2,0,43=194394
0,15,2,13,175=213750
0,15,2,13,174=305000
0,15,2,13,173=246875
0,15,2,1,83=52500
0,15,2,1,84=53125
0,15,2,1,85=48129
0,15,2,1,86=54375
0,15,2,13,184=240000
0,15,2,13,182=294375
0,15,2,1,87=51250
0,15,2,13,183=184375
0,15,2,13,179=226250
0,15,2,1,88=61250
0,15,2,13,185=102510
0,15,2,13,186=131263
0,15,2,13,180=98134
0,15,2,1,89=63125
0,15,2,1,90=58125
0,15,2,13,181=86250
0,15,2,13,177=186893
0,15,2,13,178=138125
0,15,2,13,176=153750
1,15,2,13,172=215646
1,15,2,0,43=745699
1,15,2,13,175=372537
1,15,2,13,174=599434
1,15,2,13,173=493799
1,15,2,1,83=28750
1,15,2,1,84=98750
1,15,2,1,86=46250
1,15,2,13,184=421292
1,15,2,13,182=642564
1,15,2,1,87=22500
1,15,2,13,183=343750
1,15,2,13,179=458170
1,15,2,1,88=86875
1,15,2,13,185=300655
1,15,2,13,186=220022
1,15,2,13,180=171892
1,15,2,1,89=39378
1,15,2,1,90=30628
1,15,2,13,177=264401
1,15,2,13,178=152515
1,15,2,13,176=155015
1,15,2,1,85=10626
1,15,2,13,187=76242
0,15,2,13,187=101864
0,15,2,13,188=26877
1,15,2,13,188=41879
1,15,2,1,91=152500
1,15,2,1,92=156875
0,15,2,1,91=45004
0,15,2,1,92=207500
0,15,2,33,3=161891
0,15,2,1,93=125637
1,15,2,1,93=78757
1,15,2,33,3=68756
1,15,2,26,14=13751
1,15,2,26,13=33128
1,15,2,13,189=288778
0,15,2,13,189=150640
1,15,2,13,190=315656
0,15,2,13,190=236273
1,15,2,1,94=51880
1,15,2,1,95=54380
1,15,2,1,96=68131
1,15,2,1,97=70007
1,15,2,13,191=991974
1,15,2,1,98=39378
0,15,2,1,94=95009
0,15,2,1,95=74382
0,15,2,1,96=99384
0,15,2,1,97=115636
0,15,2,1,98=91259
0,15,2,13,191=481298
0,15,2,13,192=126887
1,15,2,13,192=151890
1,15,2,13,194=370037
1,15,2,13,193=478750
1,15,2,0,42=833125
0,15,2,13,194=130638
0,15,2,13,193=133750
1,15,2,13,195=62506
0,15,2,13,195=33128
1,15,2,13,196=118761
1,15,2,1,99=1250
0,15,2,13,196=54380
0,15,2,1,99=65006
1,15,2,0,44=341909
1,15,2,13,197=345659
1,15,2,13,198=257525
0,15,2,0,44=116886
0,15,2,13,197=198769
0,15,2,13,198=100635
1,15,2,1,100=21877
0,15,2,1,100=78757
1,15,2,33,4=48129
0,15,2,33,4=96259
1,15,2,33,5=49379
0,15,2,33,5=95009
0,15,2,13,199=124387
1,15,2,13,199=291904
1,15,2,1,101=1875
0,15,2,1,101=90009
1,15,2,1,102=2500
0,15,2,1,102=53130
0,15,2,1,103=131888
1,15,2,1,103=253150
1,15,2,26,15=10001
1,15,2,1,104=1875
0,15,2,1,104=107510
1,15,2,1,105=1875
0,15,2,1,105=61881
